"table_schema";"table_name";"column_name";"data_type";"character_maximum_length";"is_nullable";"column_default";"column_description"
"public";"tdm_offer_tab";"category_id";"integer";null;"YES";"null";"null"
"public";"tdm_offer_tab";"category_code";"character varying";50;"YES";"null";"null"
"public";"tdm_offer_tab";"vendor";"character varying";50;"YES";"null";"null"
"public";"tdm_offer_tab";"vendor_code";"character varying";50;"YES";"null";"null"
"public";"tdm_offer_tab";"special_price";"double precision";null;"YES";"null";"Спец. цена для нас"
"public";"techproject_developer_preset_price_tab";"techproject_developer_preset_price_id";"integer";null;"NO";"nextval('techproject_developer_preset__techproject_developer_preset__seq'::regclass)";"null"
"public";"techproject_developer_preset_price_tab";"preset_id";"integer";null;"NO";"null";"null"
"public";"techproject_developer_preset_price_tab";"price";"double precision";null;"NO";"null";"null"
"public";"techproject_developer_preset_price_tab";"date_begin";"date";null;"NO";"null";"null"
"public";"techproject_developer_preset_price_tab";"date_end";"date";null;"NO";"null";"null"
"public";"techproject_developer_preset_price_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"techproject_developer_preset_price_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"techproject_developer_tab";"techproject_developer_id";"integer";null;"NO";"nextval('techproject_developer_tab_techproject_developer_id_seq'::regclass)";"null"
"public";"techproject_developer_tab";"techproject_developer_name";"character varying";200;"NO";"null";"Наименование"
"public";"techproject_developer_tab";"legal_name";"character varying";200;"YES";"null";"юридическое наименование"
"public";"techproject_developer_tab";"bin";"character varying";50;"YES";"null";"БИН"
"public";"techproject_developer_tab";"bik";"character varying";50;"YES";"null";"БИК"
"public";"techproject_developer_tab";"iik";"character varying";50;"YES";"null";"ИИК"
"public";"techproject_developer_tab";"kbe";"character varying";50;"YES";"null";"КБе"
"public";"techproject_developer_tab";"bank_name";"character varying";200;"YES";"null";"Наименование банка"
"public";"techproject_developer_tab";"city_id";"integer";null;"NO";"1";"Город"
"public";"techproject_developer_tab";"is_send_to_1c";"integer";null;"NO";"0";"0 - еще не отправлен в 1С
1 - готов к отправке
2 - отпралвен в 1С"
"public";"techproject_developer_tab";"phone";"character varying";50;"YES";"null";"Телефон"
"public";"techproject_developer_tab";"email";"character varying";100;"YES";"null";"Эл. почта"
"public";"techproject_developer_tab";"guid";"character varying";100;"YES";"null";"ГУИД"
"public";"techproject_developer_tab";"address";"text";null;"YES";"null";"Адрес"
"public";"techproject_developer_tab";"director_fio";"character varying";100;"YES";"null";"ФИО Директора"
"public";"techproject_developer_tab";"contract_text";"text";null;"YES";"null";"Текст договора"
"public";"techproject_developer_tab";"contragent_type_id";"integer";null;"YES";"null";"Тип контрагента"
"public";"techproject_developer_tab";"agreement_num";"integer";null;"YES";"null";"null"
"public";"techproject_developer_tab";"agreement_date";"date";null;"YES";"null";"Дата договора"
"public";"techproject_developer_tab";"accession_contract_num";"character varying";50;"YES";"null";"№ договора присоединения"
"public";"techproject_developer_tab";"accession_contract_date";"date";null;"YES";"null";"Дата договора присоединения"
"public";"techproject_developer_tab";"accession_contract_url";"character varying";500;"YES";"null";"Ссылка на документ присоединения"
"public";"techproject_developer_tab";"specification_num_sequence";"integer";null;"NO";"0";"null"
"public";"techproject_developer_tab";"partner_id";"integer";null;"YES";"null";"null"
"public";"techproject_developer_tab";"is_active";"integer";null;"NO";"1";"Признак активности"
"public";"techproject_developer_tab";"ltd_balance_sum";"integer";null;"YES";"null";"Баланс в ЛТД (Входящие платежи - АВР)"
"public";"techproject_developer_tab";"ltd_balance_sum_modify_at";"timestamp without time zone";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_cons_tab";"temp_smeta_for_sebes_cons_id";"integer";null;"NO";"nextval('temp_smeta_for_sebes_cons_tab_temp_smeta_for_sebes_cons_id_seq'::regclass)";"null"
"public";"temp_smeta_for_sebes_cons_tab";"material_price";"double precision";null;"NO";"null";"null"
"public";"temp_smeta_for_sebes_cons_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"temp_smeta_for_sebes_cons_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"temp_smeta_for_sebes_cons_tab";"smeta_date";"date";null;"NO";"null";"null"
"public";"temp_smeta_for_sebes_cons_tab";"dirty_material_price";"double precision";null;"YES";"null";"Стоимость черновых материалов"
"public";"temp_smeta_for_sebes_cons_tab";"finishing_material_price";"double precision";null;"YES";"null";"Стоимость чистовых материалов"
"public";"temp_smeta_for_sebes_cons_tab";"formula_type";"integer";null;"YES";"null";"Тип формулы на момент формирования сметы"
"public";"temp_smeta_for_sebes_tab";"temp_smeta_for_sebes_id";"integer";null;"NO";"nextval('temp_smeta_for_sebes_tab_temp_smeta_for_sebes_id_seq'::regclass)";"null"
"public";"temp_smeta_for_sebes_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"temp_smeta_for_sebes_tab";"work_set_id";"integer";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"temp_smeta_for_sebes_tab";"work_id";"integer";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"material_id";"integer";null;"NO";"null";"null"
"public";"temp_smeta_for_sebes_tab";"formula_result";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"consumption";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"cnt";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"formula";"character varying";200;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"temp_smeta_for_sebes_tab";"param_value";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"design_measure";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"contractor_measure";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"wset_id";"integer";null;"YES";"null";"null"
"public";"temp_smeta_for_sebes_tab";"smeta_date";"date";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"temp_smeta_whole_for_sebes_id";"integer";null;"NO";"nextval('temp_smeta_whole_for_sebes_ta_request_material_smeta_whole__seq'::regclass)";"null"
"public";"temp_smeta_whole_for_sebes_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"material_id";"integer";null;"NO";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"cnt_consume_unit";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"cnt_of_sell";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"cnt_sell_unit";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"price_sell_unit";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"amount";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"residue";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"temp_smeta_whole_for_sebes_tab";"retail_price";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"retail_amount";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"param_value";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"cnt_delivery_unit";"double precision";null;"YES";"null";"null"
"public";"temp_smeta_whole_for_sebes_tab";"smeta_date";"date";null;"YES";"null";"Дата сметы"
"public";"template_tab";"template_id";"integer";null;"NO";"nextval('template_tab_template_id_seq'::regclass)";"Шаблоны генерируемых документов"
"public";"template_tab";"template_name";"character varying";255;"NO";"null";"null"
"public";"template_tab";"template_code";"character varying";50;"YES";"null";"null"
"public";"template_tab";"template_type_id";"integer";null;"NO";"null";"null"
"public";"template_tab";"template_path";"text";null;"NO";"null";"null"
"public";"template_tab";"template_ext";"character varying";10;"NO";"null";"null"
"public";"template_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"template_tab";"company_id";"integer";null;"NO";"1";"null"
"public";"template_type_tab";"template_type_id";"integer";null;"NO";"null";"null"
"public";"template_type_tab";"template_type_name";"character varying";50;"NO";"null";"null"
"public";"tilda_project_tab";"tilda_project_id";"integer";null;"NO";"nextval(('public.tilda_project_tab_tilda_project_id_seq'::text)::regclass)";"null"
"public";"tilda_project_tab";"project_id";"character varying";null;"YES";"null";"null"
"public";"tilda_project_tab";"project_title";"character varying";null;"YES";"null";"null"
"public";"tilda_project_tab";"project_desc";"character varying";null;"YES";"null";"null"
"public";"tilda_project_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"tilda_project_tab";"is_download";"integer";null;"NO";"0";"null"
"public";"tilda_setting_tab";"tilda_setting_id";"integer";null;"NO";"null";"null"
"public";"tilda_setting_tab";"tilda_setting_name";"character varying";null;"YES";"null";"null"
"public";"tilda_setting_tab";"tilda_setting_code";"character varying";null;"YES";"null";"null"
"public";"tilda_setting_tab";"tilda_setting_value";"character varying";null;"YES";"null";"null"
"public";"tilda_setting_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"tilda_webhook_tab";"tilda_webhook_id";"integer";null;"NO";"nextval('tilda_webhook_tab_tilda_webhook_id_seq'::regclass)";"null"
"public";"tilda_webhook_tab";"page_id";"character varying";null;"YES";"null";"null"
"public";"tilda_webhook_tab";"project_id";"character varying";null;"YES";"null";"null"
"public";"tilda_webhook_tab";"published";"timestamp without time zone";null;"YES";"null";"null"
"public";"tilda_webhook_tab";"downloaded";"integer";null;"NO";"0";"null"
"public";"tilda_webhook_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"timeline_remont_link_tab";"timeline_remont_link_id";"integer";null;"NO";"nextval('timeline_remont_link_tab_timeline_remont_link_id_seq'::regclass)";"Связи между юнитами конкретного ремонта"
"public";"timeline_remont_link_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"timeline_remont_link_tab";"timeline_unit_id";"integer";null;"NO";"null";"null"
"public";"timeline_remont_link_tab";"prev_unit_id";"integer";null;"YES";"null";"Предыдущий юнит (если их несколько, то несколько строк)"
"public";"timeline_remont_link_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"timeline_tab";"timeline_id";"integer";null;"NO";"nextval('timeline_tab_timeline_id_seq'::regclass)";"null"
"public";"timeline_tab";"client_request_id";"integer";null;"NO";"null";"На какой ремонт (заявку) создан таймлайн"
"public";"timeline_tab";"timeline_unit_id";"integer";null;"NO";"null";"Юнит"
"public";"timeline_tab";"date_begin";"timestamp without time zone";null;"NO";"null";"Плановые Дата начала работ юнита"
"public";"timeline_tab";"date_end";"timestamp without time zone";null;"NO";"null";"Плановые Дата окончания работ юнита"
"public";"timeline_tab";"is_complete";"boolean";null;"NO";"false";"Признак завершения юнита"
"public";"timeline_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"timeline_tab";"fact_date_begin";"timestamp without time zone";null;"NO";"null";"Фактическая дата начала работ юнита"
"public";"timeline_tab";"fact_date_end";"timestamp without time zone";null;"NO";"null";"Фактическая Дата окончания работ юнита"
"public";"timeline_unit_link_tab";"timeline_unit_link_id";"integer";null;"NO";"nextval('timeline_unit_link_tab_timeline_unit_link_id_seq'::regclass)";"Связи юнитов по умолчанию"
"public";"timeline_unit_link_tab";"timeline_unit_id";"integer";null;"NO";"null";"null"
"public";"timeline_unit_link_tab";"prev_unit_id";"integer";null;"YES";"null";"Предыдущий юнит (если их несколько, то несколько строк)"
"public";"timeline_unit_link_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"timeline_unit_tab";"timeline_unit_id";"integer";null;"NO";"null";"Кубики таймлайна"
"public";"timeline_unit_tab";"timeline_unit_code";"character varying";50;"YES";"null";"null"
"public";"timeline_unit_tab";"timeline_unit_name";"character varying";100;"NO";"null";"null"
"public";"timeline_unit_tab";"day_cnt_default";"integer";null;"YES";"null";"Кол-во дней работы кубика для заполнения по умолчанию справочника timeline_unit_link_tab"
"public";"timeline_unit_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"timeline_unit_tab";"coord_x";"double precision";null;"YES";"null";"Расположение на экране"
"public";"timeline_unit_tab";"coord_y";"double precision";null;"YES";"null";"null"
"public";"tk_change_set_item_tab";"tk_change_set_item_id";"integer";null;"NO";"nextval('tk_change_set_item_tab_tk_change_set_item_id_seq'::regclass)";"null"
"public";"tk_change_set_item_tab";"tk_change_id";"integer";null;"NO";"null";"null"
"public";"tk_change_set_item_tab";"material_set_id";"integer";null;"NO";"null";"null"
"public";"tk_change_set_item_tab";"material_id";"integer";null;"NO";"null";"null"
"public";"tk_change_set_item_tab";"material_cnt_new";"double precision";null;"YES";"null";"Кол-во материала для добавления и изменения материала (нового) и указание нового кол-ва в случае изменения кол-ва"
"public";"tk_change_set_item_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"tk_change_set_item_tab";"material_cnt_old";"double precision";null;"YES";"null";"Кол-во материала для удаления и изменения материала (текущий) и указание старого кол-ва в случае изменения кол-ва (в т.ч. для истории)"
"public";"tk_change_set_item_tab";"material_cnt_pieces";"double precision";null;"YES";"null";"null"
"public";"tk_change_tab";"tk_change_id";"integer";null;"NO";"nextval('tk_change_tab_tk_change_id_seq'::regclass)";"null"
"public";"tk_change_tab";"ds_id";"integer";null;"NO";"null";"Делаем изменение через ДС, так как после изменения обязательно создастся ДС, который нужно утвердить с клиентом"
"public";"tk_change_tab";"action_type";"integer";null;"NO";"null";"1 - удаление позиции
2 - добавление позиции и указание кол-ва
3 - изменение позиции и указание кол-ва
4 - изменение только кол-ва"
"public";"tk_change_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"tk_change_tab";"work_set_old_id";"integer";null;"YES";"null";"используется при удалении, смене, а также при указании только кол-ва"
"public";"tk_change_tab";"material_old_id";"integer";null;"YES";"null";"используется при удалении, смене, а также при указании только кол-ва"
"public";"tk_change_tab";"material_set_old_id";"integer";null;"YES";"null";"используется при удалении, смене, а также при указании только кол-ва"
"public";"tk_change_tab";"is_optional_old";"boolean";null;"YES";"null";"оставил на случай, если это не смарт пакет, то цену надо считать исходя из опциональности позиции"
"public";"tk_change_tab";"material_old_cnt";"double precision";null;"YES";"null";"используется при удалении, смене, а также при указании только кол-ва"
"public";"tk_change_tab";"work_set_new_id";"integer";null;"YES";"null";"используется при добавлении, смене, а также указании только кол-ва"
"public";"tk_change_tab";"material_new_id";"integer";null;"YES";"null";"используется при добавлении, смене, а также указании только кол-ва"
"public";"tk_change_tab";"material_set_new_id";"integer";null;"YES";"null";"используется при добавлении, смене, а также указании только кол-ва"
"public";"tk_change_tab";"is_optional_new";"boolean";null;"YES";"null";"оставил на случай, если это не смарт пакет, то цену надо считать исходя из опциональности позиции"
"public";"tk_change_tab";"material_new_cnt";"double precision";null;"YES";"null";"используется при добавлении, смене, а также указании только кол-ва"
"public";"tk_change_tab";"price_old";"double precision";null;"YES";"null";"при смене, добавлении или изменении кол-ва, считаем цену материалов и работ для текущей позиции"
"public";"tk_change_tab";"price_new";"double precision";null;"YES";"null";"при смене, добавлении или изменении кол-ва, считаем цену материалов и работ для новой позиции"
"public";"tk_change_tab";"price_diff";"double precision";null;"YES";"null";"фиксируем разницу при любой операции"
"public";"tk_change_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"tk_change_tab";"client_material_id";"integer";null;"YES";"null";"Может быть пустым если идет добавление новой позиции ТК, в остальных случаях заполняется"
"public";"tk_change_tab";"work_set_old_cnt";"double precision";null;"YES";"null";"используется при удалении, смене, а также при указании только кол-ва (копируется с client_material_tab)"
"public";"tk_change_tab";"work_set_new_cnt";"double precision";null;"YES";"null";"используется при добавлении, смене, а также при указании только кол-ва (вычисляется, не заполняется вручную)"
"public";"tk_change_tab";"session_notice";"text";null;"YES";"null";"Записываем сюда детализацию по расчету цены для текущего и нового материала"
"public";"tk_change_tab";"preset_kit_item_id";"integer";null;"YES";"null";"Сохраняем откуда взяли новый материал для добавления или изменения позиции
Айдар, Максат 11.04.2025 Надо это поле удалить, заменить на preset_material_id, поэтому удалили foreign_key"
"public";"tk_change_tab";"material_cnt_pieces";"double precision";null;"YES";"null";"null"
"public";"tk_change_tab";"material_new_cnt_standard";"double precision";null;"YES";"null";"Необходима запись стандарта по кол-ву, чтобы потом правильно считать стоимость. Работ в случае уменьшения ниже стандарта, работы не отнимаем"
"public";"tk_change_tab";"material_old_cnt_standard";"double precision";null;"YES";"null";"Необходима запись стандарта по кол-ву, чтобы потом правильно считать стоимость. Работ в случае уменьшения ниже стандарта, работы не отнимаем"
"public";"tk_change_tab";"preset_material_id";"integer";null;"YES";"null";"Надо заменить этим полем поле preset_kit_item_id, так как preset_kit_item_tab все время удаляется и добавляется"
"public";"tk_ds_preset_kit_additional_work_tab";"tk_ds_preset_kit_additional_work_id";"bigint";null;"NO";"nextval('tk_ds_preset_kit_additional_w_tk_ds_preset_kit_additional_w_seq'::regclass)";"null"
"public";"tk_ds_preset_kit_additional_work_tab";"preset_kit_id";"bigint";null;"NO";"null";"null"
"public";"tk_ds_preset_kit_additional_work_tab";"work_set_id";"bigint";null;"NO";"null";"null"
"public";"tk_ds_preset_kit_additional_work_tab";"is_active";"boolean";null;"NO";"true";"null"
"public";"tk_hist_item_tab";"tk_hist_item_id";"integer";null;"NO";"nextval(('public.tk_hist_item_tab_tk_hist_item_id_seq'::text)::regclass)";"История изменения ТК, позиции"
"public";"tk_hist_item_tab";"tk_hist_id";"integer";null;"NO";"null";"null"
"public";"tk_hist_item_tab";"material_id";"integer";null;"NO";"null";"null"
"public";"tk_hist_item_tab";"material_set_id";"integer";null;"YES";"null";"null"
"public";"tk_hist_item_tab";"is_optional";"integer";null;"NO";"null";"null"
"public";"tk_hist_item_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"tk_hist_item_tab";"work_set_id";"integer";null;"NO";"null";"null"
"public";"tk_hist_item_tab";"ds_wset_id";"integer";null;"YES";"null";"null"
"public";"tk_hist_item_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"tk_hist_item_tab";"material_cnt";"double precision";null;"YES";"null";"null"
"public";"tk_hist_item_tab";"material_cnt_pieces";"double precision";null;"YES";"null";"null"
"public";"tk_hist_tab";"tk_hist_id";"integer";null;"NO";"nextval('tk_hist_tab_tk_hist_id_seq'::regclass)";"История изменения ТК"
"public";"tk_hist_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"tk_hist_tab";"tk_hist_date";"date";null;"NO";"null";"null"
"public";"tk_hist_tab";"employee_id";"integer";null;"NO";"null";"null"
"public";"tk_hist_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"tk_hist_tab";"comments";"text";null;"YES";"null";"null"
"public";"tmp_";"count";"bigint";null;"YES";"null";"null"
"public";"tmp_str_";"array_agg";"character varying";null;"YES";"null";"null"
"public";"to_delete__finance_payment_client_request_payment_tab";"finance_payment_client_request_payment_id";"integer";null;"NO";"nextval('finance_payment_client_reques_finance_payment_client_reques_seq'::regclass)";"null"
"public";"to_delete__finance_payment_client_request_payment_tab";"finance_payment_id";"integer";null;"NO";"null";"null"
"public";"to_delete__finance_payment_client_request_payment_tab";"client_request_payment_id";"integer";null;"NO";"null";"null"
"public";"to_delete__finance_payment_promo_client_request_tab";"finance_payment_promo_client_request_id";"integer";null;"NO";"nextval('finance_payment_promo_client__finance_payment_promo_client__seq'::regclass)";"null"
"public";"to_delete__finance_payment_promo_client_request_tab";"finance_payment_id";"integer";null;"NO";"null";"null"
"public";"to_delete__finance_payment_promo_client_request_tab";"promo_client_request_id";"integer";null;"NO";"null";"null"
"public";"to_delete__finance_payment_remont_costs_tab";"finance_payment_remont_costs_id";"integer";null;"NO";"nextval('finance_payment_remont_costs__finance_payment_remont_costs__seq'::regclass)";"null"
"public";"to_delete__finance_payment_remont_costs_tab";"finance_payment_id";"integer";null;"YES";"null";"null"
"public";"to_delete__finance_payment_remont_costs_tab";"remont_costs_id";"integer";null;"YES";"null";"null"
"public";"to_delete__finance_payment_warehouse_payment_tab";"finance_payment_warehouse_payment_id";"integer";null;"NO";"nextval('finance_payment_warehouse_pay_finance_payment_warehouse_pay_seq'::regclass)";"null"
"public";"to_delete__finance_payment_warehouse_payment_tab";"finance_payment_id";"integer";null;"NO";"null";"null"
"public";"to_delete__finance_payment_warehouse_payment_tab";"warehouse_payment_id";"integer";null;"NO";"null";"null"
"public";"to_delete__flat_planirovka_tab";"flat_planirovka_id";"integer";null;"NO";"nextval('flat_planirovka_tab_flat_planirovka_id_seq'::regclass)";"null"
"public";"to_delete__flat_planirovka_tab";"flat_id";"integer";null;"NO";"null";"null"
"public";"to_delete__flat_planirovka_tab";"planirovka_id";"integer";null;"NO";"null";"null"
"public";"to_delete__flat_planirovka_tab";"project_id";"integer";null;"NO";"null";"null"
"public";"to_delete__flat_planirovka_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"to_delete__payment_register_remont_costs_tab";"payment_register_remont_costs_id";"integer";null;"NO";"nextval('payment_register_remont_costs_payment_register_remont_costs_seq'::regclass)";"null"
"public";"to_delete__payment_register_remont_costs_tab";"payment_register_id";"integer";null;"NO";"null";"null"
"public";"to_delete__payment_register_remont_costs_tab";"remont_costs_id";"integer";null;"NO";"null";"null"
"public";"to_delete__payment_register_tab";"payment_register_id";"integer";null;"NO";"nextval('payment_register_tab_payment_register_id_seq'::regclass)";"Реестр платежей"
"public";"to_delete__payment_register_tab";"payment_amount";"double precision";null;"NO";"null";"Сумма"
"public";"to_delete__payment_register_tab";"payment_date";"date";null;"YES";"null";"Дата"
"public";"to_delete__payment_register_tab";"payment_register_status_id";"integer";null;"NO";"null";"Статус"
"public";"to_delete__payment_register_tab";"employee_id";"integer";null;"NO";"null";"Инициатор"
"public";"to_delete__payment_register_tab";"department_id";"integer";null;"NO";"null";"Отдел"
"public";"to_delete__payment_register_tab";"payment_purpose";"text";null;"YES";"null";"Назначание платежа"
"public";"to_delete__payment_register_tab";"comments";"text";null;"YES";"null";"Комментарии"
"public";"to_delete__payment_register_tab";"contragent";"character varying";200;"NO";"null";"Контрагент"
"public";"to_delete__payment_register_tab";"bin";"character varying";50;"NO";"null";"БИН"
"public";"to_delete__payment_register_tab";"iik";"character varying";50;"YES";"null";"ИИК"
"public";"to_delete__payment_register_tab";"kbe";"character varying";50;"YES";"null";"КБе"
"public";"to_delete__payment_register_tab";"knp";"character varying";10;"YES";"null";"КНП"
"public";"to_delete__payment_register_tab";"initiator_company_id";"integer";null;"NO";"null";"Компания инициатор"
"public";"to_delete__payment_register_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"Дата и время создания"
"public";"to_delete__payment_register_tab";"payment_costs_type_id";"integer";null;"YES";"null";"Тип расходов"
"public";"to_delete__payment_register_tab";"bank_bik_id";"integer";null;"YES";"null";"БИК + банк"
"public";"to_delete__payment_register_tab";"is_not_agreement";"integer";null;"NO";"0";"Признак без договора, если 0 - с договором, 1 - без договора, показывать в отчете"
"public";"to_delete__payment_register_tab";"is_prepayment";"integer";null;"NO";"0";"Признак ""Авансовый платеж"""
"public";"to_delete__warehouse_payment_tab";"warehouse_payment_id";"integer";null;"NO";"nextval('warehouse_payment_tab_warehouse_payment_id_seq'::regclass)";"null"
"public";"to_delete__warehouse_payment_tab";"provider_id";"integer";null;"NO";"null";"Поставщик"
"public";"to_delete__warehouse_payment_tab";"payment_date";"date";null;"NO";"null";"Дата оплаты"
"public";"to_delete__warehouse_payment_tab";"payment_amount";"double precision";null;"NO";"null";"Сумма"
"public";"to_delete__warehouse_payment_tab";"is_payed";"integer";null;"NO";"0";"Оплачен"
"public";"to_delete__warehouse_payment_tab";"is_payment_accept";"integer";null;"NO";"0";"Принят на оплату"
"public";"to_delete__warehouse_payment_tab";"lot_id";"integer";null;"YES";"null";"Создание по приходу"
"public";"to_delete__warehouse_payment_tab";"contragent";"character varying";500;"NO";"null";"null"
"public";"to_delete__warehouse_payment_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"to_delete__warehouse_payment_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"to_delete__warehouse_payment_tab";"comments";"text";null;"YES";"null";"null"
"public";"to_delete__warehouse_payment_tab";"lot_num";"character varying";250;"YES";"null";"null"
"public";"to_delete__warehouse_payment_tab";"lot_date";"date";null;"YES";"null";"null"
"public";"to_delete__warehouse_payment_tab";"lot_provider_id";"integer";null;"YES";"null";"null"
"public";"to_delete__warehouse_payment_tab";"lot_id_old";"integer";null;"YES";"null";"null"
"public";"to_delete__warehouse_payment_tab";"is_from_avance";"boolean";null;"NO";"false";"null"
"public";"tranche_comment_tab";"tranche_comment_id";"integer";null;"NO";"nextval('tranche_comment_tab_tranche_comment_id_seq'::regclass)";"null"
"public";"tranche_comment_tab";"tranche_comment_name";"character varying";100;"NO";"null";"null"
"public";"tranche_comment_tab";"tranche_comment_code";"character varying";50;"NO";"null";"null"
"public";"trigger_column_tab";"trigger_column_id";"integer";null;"NO";"nextval('trigger_column_tab_trigger_column_id_seq'::regclass)";"null"
"public";"trigger_column_tab";"table_name";"character varying";50;"NO";"null";"null"
"public";"trigger_column_tab";"schema_name";"character varying";50;"NO";"null";"null"
"public";"trigger_column_tab";"column_names";"ARRAY";null;"NO";"null";"null"
"public";"uncheck_tab";"uncheck_id";"integer";null;"NO";"nextval('uncheck_tab_uncheck_id_seq'::regclass)";"null"
"public";"uncheck_tab";"uncheck_type_id";"integer";null;"NO";"null";"null"
"public";"uncheck_tab";"provider_request_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"provider_request_invoice_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"lot_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"finance_payment_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"remont_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"client_request_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"contractor_agreement_list_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"remont_realisation_id";"integer";null;"YES";"null";"null"
"public";"uncheck_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"uncheck_tab";"employee_id";"integer";null;"NO";"null";"null"
"public";"uncheck_tab";"comments";"text";null;"YES";"null";"null"
"public";"uncheck_tab";"is_active";"boolean";null;"NO";"true";"null"
"public";"uncheck_tab";"provider_id";"integer";null;"YES";"null";"null"
"public";"uncheck_type_tab";"uncheck_type_id";"integer";null;"NO";"null";"null"
"public";"uncheck_type_tab";"uncheck_type_name";"character varying";255;"YES";"null";"null"
"public";"uncheck_type_tab";"uncheck_type_code";"character varying";30;"YES";"null";"null"
"public";"uncheck_type_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"uncheck_type_tab";"table_id";"character varying";null;"YES";"null";"null"
"public";"unit_tab";"unit_id";"integer";null;"NO";"nextval('unit_tab_unit_id_seq'::regclass)";"null"
"public";"unit_tab";"unit_name";"character varying";100;"NO";"null";"null"
"public";"unit_tab";"unit_code";"character varying";20;"YES";"null";"null"
"public";"unit_tab";"unit_short_name";"character varying";20;"YES";"null";"Короткое наименование"
"public";"unit_tab";"okei";"character varying";10;"YES";"null";"(Общероссийский классификатор единиц измерения)"
"public";"unit_tab";"is_atom";"integer";null;"NO";"0";"null"
"public";"unit_tab";"order_num";"integer";null;"NO";"10";"null"
"public";"upload_stock_tab";"upload_stock_id";"integer";null;"NO";"nextval('upload_stock_tab_upload_stock_id_seq'::regclass)";"null"
