"table_schema";"table_name";"column_name";"data_type";"character_maximum_length";"is_nullable";"column_default";"column_description"
"public";"ds_client_change_tab";"new_prop_iin";"character varying";12;"NO";"null";"null"
"public";"ds_client_change_tab";"new_prop_doc_num";"character varying";100;"YES";"null";"null"
"public";"ds_client_change_tab";"new_prop_doc_issued";"character varying";null;"YES";"null";"null"
"public";"ds_client_change_tab";"new_prop_doc_date";"date";null;"YES";"null";"null"
"public";"ds_client_change_tab";"new_prop_adress";"character varying";200;"YES";"null";"null"
"public";"ds_client_change_tab";"new_prop_phone";"character varying";500;"NO";"null";"null"
"public";"ds_client_change_tab";"new_email";"character varying";100;"NO";"null";"null"
"public";"ds_client_change_tab";"act_doc_num";"character varying";100;"YES";"null";"null"
"public";"ds_client_change_tab";"act_doc_date";"date";null;"YES";"null";"null"
"public";"ds_client_change_tab";"old_client_account";"character varying";20;"YES";"null";"null"
"public";"ds_client_change_tab";"new_client_account";"character varying";20;"YES";"null";"null"
"public";"ds_client_change_tab";"prop_number";"character varying";200;"YES";"null";"null"
"public";"ds_client_change_tab";"act_sum";"double precision";null;"YES";"null";"null"
"public";"ds_client_change_tab";"rowversion";"timestamp with time zone";null;"NO";"now()";"null"
"public";"ds_kitchen_tab";"ds_kitchen_id";"integer";null;"NO";"nextval('ds_kitchen_tab_ds_kitchen_id_seq'::regclass)";"null"
"public";"ds_kitchen_tab";"ds_id";"integer";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"product_id";"integer";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"kitchen_id";"character varying";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"kitchen_name";"character varying";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"kitchen_price";"double precision";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"kitchen_cnt";"integer";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_kitchen_tab";"sink_name";"character varying";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"sink_price";"double precision";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"mixer_name";"character varying";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"mixer_price";"double precision";null;"YES";"null";"null"
"public";"ds_kitchen_tab";"comment";"text";null;"YES";"null";"null"
"public";"ds_kitchen_tech_install_type_tab";"ds_kitchen_tech_install_type_id";"integer";null;"NO";"null";"null"
"public";"ds_kitchen_tech_install_type_tab";"ds_kitchen_tech_install_type_name";"character varying";null;"NO";"null";"null"
"public";"ds_kitchen_tech_install_type_tab";"ds_kitchen_tech_install_type_code";"character varying";null;"NO";"null";"null"
"public";"ds_kitchen_tech_install_type_tab";"ds_kitchen_tech_install_type_price";"double precision";null;"NO";"null";"null"
"public";"ds_kitchen_tech_install_type_tab";"is_active";"integer";null;"NO";"1";"null"
"public";"ds_kitchen_tech_install_type_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_material_change_tab";"ds_material_change_id";"integer";null;"NO";"nextval('ds_material_change_tab_ds_material_change_id_seq'::regclass)";"Доп соглашение на изменение материалов. Позиции самих материалов (что на что поменялось)"
"public";"ds_material_change_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_material_change_tab";"material_old_id";"integer";null;"YES";"null";"null"
"public";"ds_material_change_tab";"material_set_old_id";"integer";null;"YES";"null";"null"
"public";"ds_material_change_tab";"is_optional_old";"integer";null;"YES";"null";"null"
"public";"ds_material_change_tab";"material_id";"integer";null;"YES";"null";"null"
"public";"ds_material_change_tab";"material_set_id";"integer";null;"YES";"null";"null"
"public";"ds_material_change_tab";"is_optional";"integer";null;"YES";"null";"null"
"public";"ds_material_change_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_material_change_tab";"price_old";"double precision";null;"YES";"null";"Цена старого материала, который удаляется"
"public";"ds_material_change_tab";"price_new";"double precision";null;"YES";"null";"Цена нового материала (на который заменили старый)"
"public";"ds_material_change_tab";"work_set_id";"integer";null;"YES";"null";"Поверхность в которой происходит изменение (старый материал)"
"public";"ds_material_change_tab";"room_id";"integer";null;"NO";"null";"Комната в которой происходит изменение"
"public";"ds_material_change_tab";"price_diff";"double precision";null;"YES";"null";"Разница в цене между новым и старым материалом"
"public";"ds_material_change_tab";"work_set_new_id";"integer";null;"YES";"null";"Новый материал"
"public";"ds_material_change_tab";"material_old_cnt";"double precision";null;"YES";"null";"Количество старого материала (для договора мены)"
"public";"ds_material_change_tab";"material_cnt";"double precision";null;"YES";"null";"Количество нового материала (для договора мены)"
"public";"ds_material_change_tab";"action_type";"integer";null;"YES";"null";"1 - удаление
2 - добавление
3 - изменение
4 - изменение только кол-ва"
"public";"ds_material_change_tab";"tk_material_cnt";"double precision";null;"YES";"null";"Количество для замеров"
"public";"ds_material_change_tab";"price_diff_first_fix";"double precision";null;"YES";"null";"Первоначальная цена до того, как ее вручную изменили"
"public";"ds_option_work_tab";"ds_option_work_id";"integer";null;"NO";"nextval('ds_option_work_tab_ds_option_work_id_seq'::regclass)";"Список доп. работ в доп. соглашении (включение или исключение)"
"public";"ds_option_work_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_option_work_tab";"option_work_id";"integer";null;"NO";"null";"null"
"public";"ds_option_work_tab";"option_cnt";"double precision";null;"NO";"null";"Кол-во работ (кол-во розеток, освещения и т.д.)"
"public";"ds_option_work_tab";"operand_type";"character varying";10;"NO";"'PLUS'::character varying";"PLUS - увеличить кол-во на option_cnt
MINUS - уменьшить кол-во на option_cnt"
"public";"ds_option_work_tab";"comments";"character varying";250;"YES";"null";"Комментарий (например, 2 розетки, 1 тв и 2 интернет)"
"public";"ds_option_work_tab";"employee_id";"integer";null;"NO";"null";"Кто добавил или изменил запись"
"public";"ds_option_work_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_preset_work_tab";"ds_preset_work_id";"integer";null;"NO";"nextval('ds_preset_work_tab_ds_preset_work_id_seq'::regclass)";"Работы в ДС по пакетам"
"public";"ds_preset_work_tab";"preset_id";"integer";null;"NO";"null";"null"
"public";"ds_preset_work_tab";"ds_work_id";"integer";null;"NO";"null";"null"
"public";"ds_preset_work_tab";"ds_work_price";"integer";null;"YES";"null";"null"
"public";"ds_preset_work_tab";"percent_sr";"double precision";null;"YES";"null";"null"
"public";"ds_preset_work_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_product_set_item_tab";"ds_product_set_item_id";"integer";null;"NO";"nextval('ds_product_set_item_tab_ds_product_set_item_id_seq'::regclass)";"Продукты внутри пакета"
"public";"ds_product_set_item_tab";"ds_product_set_id";"integer";null;"NO";"null";"Пакет"
"public";"ds_product_set_item_tab";"product_id";"integer";null;"NO";"null";"null"
"public";"ds_product_set_item_tab";"product_price";"double precision";null;"NO";"null";"По какой цене купили продукт"
"public";"ds_product_set_item_tab";"product_cnt";"integer";null;"NO";"1";"Кол-во выбранных материалов внутри пакета (например, могут выбрать 12 стульев вместо стандартных 6)."
"public";"ds_product_set_item_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_product_set_item_tab";"smartremont_price";"double precision";null;"YES";"null";"По какой цене был закуп для Smart Remont"
"public";"ds_product_set_item_tab";"provider_price";"double precision";null;"YES";"null";"Цена РРЦ"
"public";"ds_product_set_tab";"ds_product_set_id";"integer";null;"NO";"nextval('ds_product_set_tab_ds_product_set_id_seq'::regclass)";"Пакетное предложение в ДС"
"public";"ds_product_set_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_product_set_tab";"product_set_id";"integer";null;"NO";"null";"Пакет"
"public";"ds_product_set_tab";"product_set_price";"double precision";null;"NO";"null";"Цена за один пакет со скидкой для клиента"
"public";"ds_product_set_tab";"product_set_cnt";"integer";null;"NO";"1";"Кол-во выбранных пакетов (один пакет может быть выбран несколько раз)"
"public";"ds_product_set_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_product_set_tab";"provider_set_price";"double precision";null;"YES";"null";"Цена за один пакет по цене РРЦ"
"public";"ds_product_tab";"ds_product_id";"integer";null;"NO";"nextval('ds_product_tab_ds_product_id_seq'::regclass)";"null"
"public";"ds_product_tab";"ds_id";"integer";null;"NO";"null";"ДС"
"public";"ds_product_tab";"product_id";"integer";null;"NO";"null";"Товар"
"public";"ds_product_tab";"product_price";"double precision";null;"NO";"null";"Цена товара по которой купил клиент"
"public";"ds_product_tab";"product_cnt";"integer";null;"NO";"1";"Кол-во товара"
"public";"ds_product_tab";"date_create";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_product_tab";"smartremont_price";"double precision";null;"YES";"null";"По какой цене был закуп для Smart Remont"
"public";"ds_product_tab";"provider_price";"double precision";null;"YES";"null";"Цена РРЦ на момент покупки"
"public";"ds_room_change_tab";"ds_room_change_id";"integer";null;"NO";"nextval('ds_room_change_tab_ds_room_change_id_seq'::regclass)";"null"
"public";"ds_room_change_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_room_change_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"ds_room_change_tab";"room_area";"double precision";null;"NO";"null";"null"
"public";"ds_room_change_tab";"action_type";"integer";null;"NO";"null";"1 - ввод факт площади
2 - добавление новой комнаты
3 - удаление текущей комнаты"
"public";"ds_room_change_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_room_change_tab";"final_room_area";"double precision";null;"YES";"null";"Финальное значение площади комнаты. Определяется через логику пересчета. Либо это площадь новая, введенная в поле room_area, либо текущая на планировке"
"public";"ds_room_change_tab";"wall_area";"double precision";null;"YES";"null";"null"
"public";"ds_room_change_tab";"perimeter_floor";"double precision";null;"YES";"null";"null"
"public";"ds_room_change_tab";"perimeter_roof";"double precision";null;"YES";"null";"null"
"public";"ds_room_change_tab";"perimeter_molding";"double precision";null;"YES";"null";"null"
"public";"ds_room_change_tab";"arpon_area";"double precision";null;"YES";"null";"null"
"public";"ds_room_change_tab";"plitka_area";"double precision";null;"YES";"null";"null"
"public";"ds_service_diff_tab";"ds_service_diff_id";"integer";null;"NO";"nextval('ds_service_diff_tab_ds_service_diff_id_seq'::regclass)";"null"
"public";"ds_service_diff_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_service_diff_tab";"service_id";"integer";null;"NO";"null";"null"
"public";"ds_service_diff_tab";"cnt_old";"double precision";null;"YES";"null";"null"
"public";"ds_service_diff_tab";"price_old";"double precision";null;"YES";"null";"null"
"public";"ds_service_diff_tab";"cnt_new";"double precision";null;"YES";"null";"null"
"public";"ds_service_diff_tab";"price_new";"double precision";null;"YES";"null";"null"
"public";"ds_service_diff_tab";"cnt_diff";"double precision";null;"NO";"null";"null"
"public";"ds_service_diff_tab";"price_diff";"double precision";null;"NO";"null";"null"
"public";"ds_service_diff_tab";"amount_diff";"double precision";null;"NO";"null";"null"
"public";"ds_service_diff_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_smeta_diff_tab";"ds_smeta_diff_id";"integer";null;"NO";"nextval('ds_smeta_diff_tab_ds_smeta_diff_id_seq'::regclass)";"null"
"public";"ds_smeta_diff_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_smeta_diff_tab";"material_id";"integer";null;"NO";"null";"null"
"public";"ds_smeta_diff_tab";"cnt_old";"double precision";null;"YES";"null";"null"
"public";"ds_smeta_diff_tab";"price_old";"double precision";null;"YES";"null";"null"
"public";"ds_smeta_diff_tab";"cnt_new";"double precision";null;"YES";"null";"null"
"public";"ds_smeta_diff_tab";"price_new";"double precision";null;"YES";"null";"null"
"public";"ds_smeta_diff_tab";"cnt_diff";"double precision";null;"NO";"null";"null"
"public";"ds_smeta_diff_tab";"price_diff";"double precision";null;"NO";"null";"null"
"public";"ds_smeta_diff_tab";"amount_diff";"double precision";null;"NO";"null";"null"
"public";"ds_smeta_diff_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_status_tab";"ds_status_id";"integer";null;"NO";"nextval('ds_status_tab_ds_status_id_seq'::regclass)";"null"
"public";"ds_status_tab";"ds_status_type_id";"integer";null;"NO";"null";"1 - Отправлено в BI
2 - Оплачено в BI"
"public";"ds_status_tab";"employee_id";"integer";null;"NO";"null";"null"
"public";"ds_status_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_status_tab";"comment";"character varying";250;"YES";"null";"null"
"public";"ds_status_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_tab";"ds_id";"integer";null;"NO";"nextval('ds_tab_ds_id_seq'::regclass)";"Дополнительные соглашения"
"public";"ds_tab";"ds_type_id";"integer";null;"NO";"null";"null"
"public";"ds_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"ds_tab";"ds_sum";"integer";null;"YES";"0";"Сумма доп соглашение. Если с минусом - это возврат клиенту, если с плюсом, то клиент должен нам"
"public";"ds_tab";"ds_num";"character varying";50;"YES";"null";"Номер доп. соглашения. (пока пусть будет равен id)"
"public";"ds_tab";"ds_date";"date";null;"NO";"null";"Дата составления доп. соглашения"
"public";"ds_tab";"employee_id";"integer";null;"NO";"null";"Кто добавлял или изменял доп. соглашение"
"public";"ds_tab";"neustoika_days";"integer";null;"YES";"null";"null"
"public";"ds_tab";"neustoika_type";"integer";null;"YES";"null";"null"
"public";"ds_tab";"is_partial_work";"integer";null;"YES";"null";"null"
"public";"ds_tab";"is_accept";"integer";null;"NO";"0";"1 - утвержден
0 - создан
2 - отказан"
"public";"ds_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_tab";"is_money_back";"integer";null;"YES";"null";"Возврат денег"
"public";"ds_tab";"del_payment_sum";"double precision";null;"YES";"null";"Оплаченная клиентом сумма на момент утверждения ДС"
"public";"ds_tab";"del_payment_to_client";"double precision";null;"YES";"null";"Сумма, которую надо перечислить на счет клиента. С учетом поля payment_sum"
"public";"ds_tab";"del_payment_to_company";"double precision";null;"YES";"null";"Сумма, которую клиент должен перечислить в smartremont. С учетом поля payment_sum"
"public";"ds_tab";"del_agreement_sum";"double precision";null;"YES";"null";"Сумма договора на момент утверждения ДС"
"public";"ds_tab";"del_ds_all_sum";"double precision";null;"YES";"null";"Сумма всех ДС на момент утвреждения ДС, кроме текущей ДС"
"public";"ds_tab";"penalty_days";"integer";null;"YES";"null";"Количество дней пени"
"public";"ds_tab";"guid";"character varying";100;"YES";"null";"ГУИД в 1С"
"public";"ds_tab";"ds_document_name";"character varying";500;"YES";"null";"Название документа
document_type = WSET
при доп работах"
"public";"ds_tab";"ds_document_url";"text";null;"YES";"null";"null"
"public";"ds_tab";"ds_document_date";"timestamp without time zone";null;"YES";"null";"null"
"public";"ds_tab";"is_zero_sum";"integer";null;"NO";"0";"Признак ДС с нулевой стоимостью, 0 - обычная ДС, 1 - ДС с нулевой стоимостью"
"public";"ds_tab";"card_id";"integer";null;"YES";"null";"ID карточки в канбане"
"public";"ds_tab";"zero_sum_comment";"text";null;"YES";"null";"Комментарий, при ДС с нулевой стоимостью"
"public";"ds_tab";"sum_before_zero";"integer";null;"YES";"null";"Сумма по ДС до проставления нулевой стоимости"
"public";"ds_tab";"wset_doc_num";"character varying";255;"YES";"null";"для доп работ"
"public";"ds_tab";"is_main_wset";"integer";null;"NO";"0";"Для доп работ"
"public";"ds_tab";"accept_date";"timestamp without time zone";null;"YES";"null";"Дата утверждения ДС"
"public";"ds_tab";"is_manual";"boolean";null;"NO";"true";"true - документ загружен вручную (уже подписанный скан), его нельзя подписвать через ЭЦП
false - документ подписан через ЭЦП, его нельзя удалять через интерфейс ДС"
"public";"ds_tab";"is_operator_signed";"boolean";null;"NO";"false";"null"
"public";"ds_tab";"last_recalc_date";"date";null;"YES";"null";"Дата последнего перерасчета"
"public";"ds_tab";"work_sum";"double precision";null;"YES";"null";"Сумма работ (для расторжения)"
"public";"ds_tab";"penalty_sum";"double precision";null;"YES";"null";"Сумма штрафа (для расторжения)"
"public";"ds_tab";"agreement_cancel_type";"integer";null;"YES";"null";"1 - без удержания
2 - Штраф (только penalty_sum)
3 - Частично сделаны работы (work_sum и penalty_sum)"
"public";"ds_tab";"wall_height_new";"double precision";null;"YES";"null";"Для ДС типа Изменение площадей комнат и высоты потолка
Вводить надо в метрах"
"public";"ds_tab";"is_send_sign";"boolean";null;"NO";"false";"Отправлено на подписание"
"public";"ds_tab";"planirovka_id";"integer";null;"YES";"null";"Вторая версия планировки, созданная в рамках ДС на изменение состава комнат и площадей"
"public";"ds_tab";"new_client_request_id";"integer";null;"YES";"null";"ИД заявки которую мы создаем в рамках ДС на изменение состава комнат и площадей.
В новой заявке указана новая планировка (тоже созданная внутри алгоритма)"
"public";"ds_tab";"material_diff";"double precision";null;"YES";"null";"Разница по материалам для ДС на изменение состава комнат и площадей"
"public";"ds_tab";"work_diff";"double precision";null;"YES";"null";"Разница в работах для ДС на изменение комнат и площадей"
"public";"ds_tab";"service_diff";"double precision";null;"YES";"null";"Разница в услугах для ДС на изменение комнат и площадей"
"public";"ds_tab";"help_check_sign";"boolean";null;"NO";"true";"null"
"public";"ds_type_tab";"ds_type_id";"integer";null;"NO";"nextval('ds_type_tab_ds_type_id_seq'::regclass)";"Типы доп соглашений"
"public";"ds_type_tab";"ds_type_name";"character varying";200;"NO";"null";"null"
"public";"ds_type_tab";"ds_type_code";"character varying";30;"NO";"null";"null"
"public";"ds_type_tab";"is_active";"integer";null;"NO";"1";"null"
"public";"ds_type_tab";"is_second_signer";"boolean";null;"NO";"false";"Документ подписывают 2 клиента"
"public";"ds_type_template_tab";"ds_type_template_id";"integer";null;"NO";"nextval('ds_type_template_tab_ds_type_template_id_seq'::regclass)";"null"
"public";"ds_type_template_tab";"ds_type_template_type_id";"integer";null;"YES";"null";"null"
"public";"ds_type_template_tab";"template_path";"text";null;"YES";"null";"null"
"public";"ds_type_template_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_type_template_type_tab";"ds_type_template_type_id";"integer";null;"NO";"null";"null"
"public";"ds_type_template_type_tab";"ds_type_template_type_name";"character varying";null;"YES";"null";"null"
"public";"ds_type_template_type_tab";"ds_type_template_type_code";"character varying";null;"YES";"null";"null"
"public";"ds_type_template_type_tab";"is_active";"boolean";null;"NO";"false";"null"
"public";"ds_type_template_type_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_type_template_type_tab";"ds_type_id";"integer";null;"YES";"null";"null"
"public";"ds_work_diff_tab";"ds_work_diff_id";"integer";null;"NO";"nextval('ds_work_diff_tab_ds_work_diff_id_seq'::regclass)";"null"
"public";"ds_work_diff_tab";"ds_id";"integer";null;"NO";"null";"null"
"public";"ds_work_diff_tab";"work_set_id";"integer";null;"NO";"null";"null"
"public";"ds_work_diff_tab";"cnt_old";"double precision";null;"YES";"null";"null"
"public";"ds_work_diff_tab";"price_old";"double precision";null;"YES";"null";"null"
"public";"ds_work_diff_tab";"cnt_new";"double precision";null;"YES";"null";"null"
"public";"ds_work_diff_tab";"price_new";"double precision";null;"YES";"null";"null"
"public";"ds_work_diff_tab";"cnt_diff";"double precision";null;"NO";"null";"null"
"public";"ds_work_diff_tab";"price_diff";"double precision";null;"NO";"null";"null"
"public";"ds_work_diff_tab";"amount_diff";"double precision";null;"NO";"null";"null"
"public";"ds_work_diff_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"ds_work_diff_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_work_material_tab";"ds_work_material_id";"integer";null;"NO";"nextval('ds_work_material_tab_ds_work_material_id_seq'::regclass)";"null"
"public";"ds_work_material_tab";"ds_preset_work_id";"integer";null;"YES";"null";"null"
"public";"ds_work_material_tab";"material_set_id";"integer";null;"YES";"null";"null"
"public";"ds_work_material_tab";"material_id";"integer";null;"YES";"null";"null"
"public";"ds_work_material_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_work_tab";"ds_work_id";"integer";null;"NO";"nextval('ds_work_tab_ds_work_id_seq'::regclass)";"Общий список работ в дс"
"public";"ds_work_tab";"ds_work_name";"character varying";250;"YES";"null";"null"
"public";"ds_work_tab";"ds_work_code";"character varying";40;"YES";"null";"null"
"public";"ds_work_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_work_tab";"unit_id";"integer";null;"YES";"null";"null"
"public";"ds_wset_material_tab";"ds_wset_material_id";"integer";null;"NO";"nextval('ds_wset_material_tab_ds_wset_material_id_seq'::regclass)";"Материалы доп работ в ДС"
"public";"ds_wset_material_tab";"ds_wset_id";"integer";null;"NO";"null";"null"
"public";"ds_wset_material_tab";"material_id";"integer";null;"YES";"null";"Может быть указан либо материал, либо набор"
"public";"ds_wset_material_tab";"material_set_id";"integer";null;"YES";"null";"null"
"public";"ds_wset_material_tab";"material_cnt";"double precision";null;"NO";"null";"Кол-во материала"
"public";"ds_wset_material_tab";"material_price";"double precision";null;"NO";"null";"Цена материала на момент формирования строки"
"public";"ds_wset_material_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_wset_material_tab";"wset_material_id";"integer";null;"NO";"null";"Поле для смены материала(material_detail) чтобы при поиске по этому полю удалить из таблицы запись которая хранит такой абстрактный материал"
"public";"ds_wset_material_tab";"wset_material_detail_id";"integer";null;"YES";"null";"null"
"public";"ds_wset_tab";"ds_wset_id";"integer";null;"NO";"nextval('ds_wset_tab_ds_wset_id_seq'::regclass)";"Доп работа в ДС"
"public";"ds_wset_tab";"wset_id";"integer";null;"NO";"null";"Доп работа"
"public";"ds_wset_tab";"wset_cnt";"double precision";null;"YES";"null";"Кол-во (если указано)"
"public";"ds_wset_tab";"room_id";"integer";null;"YES";"null";"Доп работа по конкретной комнате (если указано)"
"public";"ds_wset_tab";"wset_sum";"double precision";null;"NO";"null";"Сумма доп работы с учетом работы и материалов"
"public";"ds_wset_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
"public";"ds_wset_tab";"ds_id";"integer";null;"NO";"null";"ДС"
"public";"ds_wset_tab";"is_cancel";"integer";null;"NO";"0";"отменена доп работа
0 - нет
1 - да"
"public";"ds_wset_tab";"from_ds_wset_id";"integer";null;"YES";"null";"Новая строка отменяет какую группу работ"
"public";"ds_wset_tab";"is_notification_send";"integer";null;"YES";"0";"Отправлено ли уведомление о добавлении доп. работы в телеграм бот

0 - не отправлено
1 - отправлено прорабу
2 - отправлено подрядчику
3 - отправлено прорабу и подрядчику"
"public";"ds_wset_work_tab";"ds_wset_work_id";"integer";null;"NO";"nextval('ds_wset_work_tab_ds_wset_work_id_seq'::regclass)";"Работы доп работ в ДС"
"public";"ds_wset_work_tab";"ds_wset_id";"integer";null;"NO";"null";"null"
"public";"ds_wset_work_tab";"work_id";"integer";null;"NO";"null";"null"
"public";"ds_wset_work_tab";"work_cnt";"double precision";null;"NO";"null";"Кол-во работ"
"public";"ds_wset_work_tab";"work_price";"double precision";null;"NO";"null";"Цена за единицу работы в момент формирования строки"
"public";"ds_wset_work_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"ds_wset_work_tab";"wset_work_id";"integer";null;"NO";"null";"null"
"public";"ds_wset_work_tab";"is_send";"boolean";null;"YES";"false";"Отправлено ли уведомление в телеграм бот

поле неактивное - удалить"
"public";"duplicate_material_change_history_tab";"duplicate_material_change_history_id";"integer";null;"NO";"nextval('duplicate_material_change_history_duplicate_material_change_his'::regclass)";"null"
"public";"duplicate_material_change_history_tab";"change_type";"character varying";200;"NO";"null";"null"
"public";"duplicate_material_change_history_tab";"change_name";"text";null;"YES";"null";"null"
"public";"duplicate_material_change_history_tab";"primary_key";"integer";null;"NO";"null";"null"
"public";"duplicate_material_change_history_tab";"primary_key_name";"character varying";200;"NO";"null";"null"
"public";"duplicate_material_change_history_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"duplicate_material_change_history_tab";"from_material_id";"integer";null;"NO";"null";"null"
"public";"duplicate_material_change_history_tab";"to_material_id";"integer";null;"YES";"null";"null"
"public";"duplicate_material_change_history_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"duplicate_material_change_log_tab";"duplicate_material_change_log_id";"integer";null;"NO";"nextval('duplicate_material_change_log_duplicate_material_change_log_seq'::regclass)";"null"
"public";"duplicate_material_change_log_tab";"change_type";"character varying";200;"NO";"null";"null"
"public";"duplicate_material_change_log_tab";"change_name";"text";null;"YES";"null";"null"
"public";"duplicate_material_change_log_tab";"primary_key";"integer";null;"NO";"null";"null"
"public";"duplicate_material_change_log_tab";"primary_key_name";"character varying";200;"NO";"null";"null"
"public";"duplicate_material_change_log_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"duplicate_material_change_remont_tab";"duplicate_material_change_remont_id";"integer";null;"NO";"nextval('duplicate_material_change_rem_duplicate_material_change_rem_seq'::regclass)";"null"
"public";"duplicate_material_change_remont_tab";"remont_id";"integer";null;"YES";"null";"null"
"public";"duplicate_material_change_remont_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"duplicate_material_change_remont_tab";"date_shipping";"date";null;"YES";"null";"null"
"public";"employee_message_type_tab";"employee_message_type_id";"integer";null;"NO";"nextval('employee_message_type_tab_employee_message_type_id_seq'::regclass)";"null"
"public";"employee_message_type_tab";"employee_id";"integer";null;"NO";"null";"Пользователь"
"public";"employee_message_type_tab";"message_type_id";"integer";null;"NO";"null";"Тип сообщения"
"public";"employee_resident_tab";"employee_resident_id";"integer";null;"NO";"nextval(('public.employee_resident_tab_employee_resident_id_seq'::text)::regclass)";"Какие ЖК в отчете руководителя может видеть пользователь"
"public";"employee_resident_tab";"employee_id";"integer";null;"NO";"null";"null"
"public";"employee_resident_tab";"resident_id";"integer";null;"NO";"null";"null"
"public";"employee_resident_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"encrypt_key_tab";"encrypt_key_id";"integer";null;"NO";"null";"null"
"public";"encrypt_key_tab";"encrypt_key";"character varying";50;"YES";"null";"null"
"public";"encrypt_phone_tab";"encrypt_phone_id";"integer";null;"NO";"nextval('encrypt_phone_tab_encrypt_phone_id_seq'::regclass)";"null"
"public";"encrypt_phone_tab";"phone_book_number";"character varying";100;"YES";"null";"null"
"public";"encrypt_phone_tab";"encrypt_phone_book_number";"text";null;"YES";"null";"null"
"public";"encrypt_phone_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"etalon_door_tab";"etalon_door_id";"integer";null;"NO";"nextval('etalon_door_tab_etalon_door_id_seq'::regclass)";"Статистика по дверям.
На какой класс жк, на какую комнату при определенном кол-ве комнат в квартире какая ширина с какой вероятностью будет.
Например, Комфорт класс, Спальня при 2х комнатной квартире, вероятность ширины 60 0.8, вероятность ширины 80 0.2"
"public";"etalon_door_tab";"resident_class_id";"integer";null;"YES";"null";"null"
"public";"etalon_door_tab";"room_id";"integer";null;"YES";"null";"null"
"public";"etalon_door_tab";"door_width";"integer";null;"YES";"null";"null"
"public";"etalon_door_tab";"koeff";"double precision";null;"YES";"null";"null"
"public";"etalon_door_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"etalon_error_tab";"etalon_error_id";"integer";null;"NO";"nextval('etalon_error_tab_etalon_error_id_seq'::regclass)";"null"
"public";"etalon_error_tab";"param_code";"character varying";30;"YES";"null";"null"
"public";"etalon_error_tab";"planirovka_id";"integer";null;"YES";"null";"null"
"public";"etalon_error_tab";"room_id";"integer";null;"YES";"null";"null"
"public";"etalon_error_tab";"error_type";"character varying";100;"YES";"null";"null"
"public";"etalon_error_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
